       param  mean se_mean   sd 2.5%  25%  50%  75% 97.5% n_eff Rhat
sigma[54]     0.22    0.00 0.00 0.22 0.22 0.22 0.23  0.23  1000 1.00
sigma[55]     0.28    0.00 0.00 0.27 0.28 0.28 0.29  0.29  1000 1.00
sigma[56]     0.25    0.00 0.00 0.24 0.25 0.25 0.25  0.26  1000 1.00
sigma[57]     0.26    0.00 0.00 0.25 0.26 0.26 0.26  0.27  1000 1.00
sigma[58]     0.28    0.00 0.00 0.28 0.28 0.28 0.29  0.29  1000 1.00
sigma[59]     0.23    0.00 0.00 0.22 0.22 0.23 0.23  0.23  1000 1.00
sigma[60]     0.25    0.00 0.00 0.24 0.25 0.25 0.25  0.26  1000 1.00
sigma[61]     0.41    0.00 0.01 0.40 0.41 0.41 0.42  0.42  1000 1.00
sigma[62]     0.25    0.00 0.00 0.24 0.24 0.24 0.25  0.25  1000 1.00
tau_0[1]      0.99    0.00 0.03 0.94 0.97 0.99 1.01  1.04  1000 1.00
tau_0[2]      0.98    0.00 0.03 0.93 0.96 0.98 1.00  1.04  1000 1.00
tau_0[3]      0.98    0.00 0.03 0.94 0.97 0.98 1.00  1.04  1000 1.00
tau_0[4]      0.94    0.00 0.03 0.89 0.92 0.94 0.96  0.99  1000 1.00
tau_0[5]      0.98    0.00 0.03 0.93 0.96 0.98 1.00  1.03  1000 1.00
tau_0[6]      0.99    0.00 0.03 0.94 0.97 0.99 1.01  1.05  1000 1.00
tau_0[7]      0.96    0.00 0.03 0.91 0.94 0.96 0.98  1.01  1000 1.00
tau_0[8]      1.00    0.00 0.03 0.94 0.98 1.00 1.01  1.05  1000 1.00
tau_0[9]      0.98    0.00 0.03 0.93 0.96 0.98 1.00  1.04  1000 1.00
tau_0[10]     0.97    0.00 0.03 0.92 0.95 0.97 0.99  1.03  1000 1.00
tau_0[11]     1.00    0.00 0.03 0.95 0.98 1.00 1.02  1.06  1000 1.00
tau_0[12]     0.96    0.00 0.03 0.91 0.95 0.96 0.98  1.02  1000 1.00
tau_0[13]     0.99    0.00 0.03 0.93 0.97 0.99 1.01  1.05  1000 1.00
tau_0[14]     0.99    0.00 0.03 0.94 0.97 0.99 1.01  1.05  1000 1.00
tau_0[15]     0.96    0.00 0.03 0.91 0.94 0.96 0.98  1.01  1000 1.00
tau_0[16]     0.98    0.00 0.03 0.93 0.96 0.98 1.00  1.03  1000 1.00
tau_0[17]     0.97    0.00 0.03 0.92 0.96 0.97 0.99  1.03  1000 1.00
tau_0[18]     0.95    0.00 0.03 0.90 0.93 0.95 0.97  1.00  1000 1.00
tau_0[19]     0.96    0.00 0.03 0.91 0.94 0.96 0.98  1.02  1000 1.00
tau_0[20]     0.97    0.00 0.03 0.92 0.95 0.97 0.99  1.03  1000 1.00
tau_0[21]     1.00    0.00 0.03 0.95 0.98 1.00 1.02  1.06  1000 1.00
tau_0[22]     0.99    0.00 0.03 0.94 0.97 0.99 1.01  1.05  1000 1.00
tau_0[23]     1.00    0.00 0.03 0.94 0.98 1.00 1.01  1.05  1000 1.00
tau_0[24]     0.96    0.00 0.03 0.91 0.94 0.96 0.98  1.01  1000 1.00
tau_0[25]     0.98    0.00 0.03 0.93 0.96 0.98 1.00  1.04  1000 1.00
tau_0[26]     0.97    0.00 0.03 0.92 0.95 0.97 0.99  1.02  1000 1.00
tau_0[27]     0.99    0.00 0.03 0.93 0.97 0.99 1.01  1.05  1000 1.00
tau_0[28]     0.99    0.00 0.03 0.93 0.97 0.99 1.01  1.05  1000 1.00
tau_0[29]     1.00    0.00 0.03 0.94 0.98 1.00 1.01  1.05  1000 1.00
tau_0[30]     0.94    0.00 0.03 0.89 0.92 0.94 0.96  1.00  1000 1.00
tau_0[31]     0.98    0.00 0.03 0.93 0.96 0.98 1.00  1.04  1000 1.00
tau_0[32]     0.99    0.00 0.03 0.94 0.97 0.99 1.01  1.05  1000 1.00
tau_0[33]     0.97    0.00 0.03 0.92 0.95 0.97 0.99  1.03  1000 1.00
tau_0[34]     0.96    0.00 0.03 0.91 0.94 0.96 0.98  1.02  1000 1.00
tau_0[35]     0.95    0.00 0.03 0.90 0.94 0.95 0.97  1.01  1000 1.00
tau_0[36]     0.98    0.00 0.03 0.92 0.96 0.98 1.00  1.03  1000 1.00
tau_0[37]     1.00    0.00 0.03 0.95 0.98 1.00 1.01  1.05  1000 1.00
tau_0[38]     0.95    0.00 0.03 0.90 0.93 0.95 0.96  1.00  1000 1.00
tau_0[39]     0.97    0.00 0.03 0.93 0.96 0.97 0.99  1.03  1000 1.00
tau_0[40]     0.97    0.00 0.03 0.92 0.96 0.97 0.99  1.03  1000 1.00
tau_0[41]     0.99    0.00 0.03 0.93 0.97 0.98 1.00  1.04  1000 1.00
tau_0[42]     0.97    0.00 0.03 0.93 0.95 0.97 0.99  1.03  1000 1.00
tau_0[43]     0.98    0.00 0.03 0.93 0.97 0.98 1.00  1.04  1000 1.00
tau_0[44]     0.99    0.00 0.03 0.94 0.97 0.98 1.00  1.04  1000 1.00
tau_0[45]     0.98    0.00 0.03 0.93 0.96 0.98 1.00  1.04  1000 1.00
tau_0[46]     0.96    0.00 0.03 0.91 0.94 0.96 0.98  1.02  1000 1.00
tau_0[47]     0.98    0.00 0.03 0.93 0.97 0.98 1.00  1.04  1000 1.00
tau_0[48]     0.99    0.00 0.03 0.93 0.97 0.99 1.01  1.04  1000 1.00
tau_0[49]     0.97    0.00 0.03 0.92 0.95 0.97 0.99  1.02  1000 1.00
tau_0[50]     0.93    0.00 0.03 0.88 0.91 0.93 0.95  0.98  1000 1.00
tau_0[51]     0.98    0.00 0.03 0.94 0.97 0.98 1.00  1.04  1000 1.00
tau_0[52]     0.99    0.00 0.03 0.94 0.97 0.99 1.00  1.04  1000 1.00
tau_0[53]     0.97    0.00 0.03 0.91 0.95 0.97 0.99  1.02  1000 1.00
tau_0[54]     0.99    0.00 0.03 0.94 0.97 0.99 1.01  1.05  1000 1.00
tau_0[55]     0.98    0.00 0.03 0.93 0.96 0.98 1.00  1.04  1000 1.00
tau_0[56]     1.00    0.00 0.03 0.95 0.99 1.00 1.02  1.06  1000 1.00
tau_0[57]     0.99    0.00 0.03 0.94 0.97 0.99 1.01  1.04  1000 1.00
tau_0[58]     0.99    0.00 0.03 0.94 0.97 0.99 1.01  1.05  1000 1.00
tau_0[59]     1.00    0.00 0.03 0.94 0.98 1.00 1.02  1.05  1000 1.00
tau_0[60]     1.00    0.00 0.03 0.94 0.98 1.00 1.02  1.05  1000 1.00
tau_0[61]     0.91    0.00 0.03 0.86 0.89 0.91 0.93  0.97  1000 1.00
tau_0[62]     1.00    0.00 0.03 0.94 0.98 1.00 1.01  1.05  1000 1.00
var_ratio[1]  4.88    0.01 0.17 4.57 4.77 4.88 4.98  5.22  1000    1
var_ratio[2]  3.61    0.00 0.12 3.38 3.52 3.60 3.69  3.85  1000    1
var_ratio[3]  4.29    0.00 0.14 4.03 4.20 4.29 4.38  4.58  1000    1
var_ratio[4]  4.30    0.00 0.14 4.04 4.21 4.30 4.39  4.59  1000    1
var_ratio[5]  4.39    0.00 0.14 4.13 4.30 4.38 4.48  4.68  1000    1
var_ratio[6]  4.43    0.00 0.14 4.15 4.34 4.43 4.52  4.70  1000    1
var_ratio[7]  4.00    0.00 0.14 3.75 3.90 4.00 4.09  4.26  1000    1
var_ratio[8]  4.62    0.00 0.14 4.34 4.53 4.62 4.71  4.91  1000    1
var_ratio[9]  4.10    0.00 0.13 3.83 4.00 4.10 4.18  4.35  1000    1
var_ratio[10] 4.09    0.00 0.14 3.81 4.00 4.08 4.17  4.36  1000    1
var_ratio[11] 4.20    0.00 0.14 3.95 4.11 4.20 4.29  4.49  1000    1
var_ratio[12] 3.96    0.00 0.13 3.72 3.87 3.95 4.05  4.22  1000    1
var_ratio[13] 4.35    0.00 0.15 4.07 4.25 4.34 4.44  4.64  1000    1
var_ratio[14] 4.79    0.01 0.16 4.49 4.68 4.79 4.90  5.13  1000    1
var_ratio[15] 5.40    0.01 0.17 5.07 5.29 5.40 5.52  5.73  1000    1
var_ratio[16] 4.05    0.00 0.13 3.81 3.97 4.06 4.14  4.31  1000    1
var_ratio[17] 3.40    0.00 0.11 3.19 3.33 3.40 3.48  3.63  1000    1
var_ratio[18] 3.65    0.00 0.12 3.41 3.58 3.65 3.73  3.89  1000    1
var_ratio[19] 3.68    0.00 0.13 3.44 3.59 3.67 3.76  3.94  1000    1
var_ratio[20] 4.03    0.00 0.13 3.79 3.95 4.03 4.12  4.28  1000    1
var_ratio[21] 5.21    0.01 0.17 4.88 5.10 5.20 5.32  5.58  1000    1
var_ratio[22] 3.76    0.00 0.12 3.53 3.68 3.77 3.85  4.02  1000    1
var_ratio[23] 5.98    0.01 0.20 5.60 5.85 5.98 6.12  6.38  1000    1
var_ratio[24] 4.71    0.01 0.16 4.39 4.61 4.71 4.81  5.04  1000    1
var_ratio[25] 3.61    0.00 0.11 3.39 3.53 3.61 3.68  3.83  1000    1
var_ratio[26] 3.24    0.00 0.10 3.06 3.17 3.23 3.31  3.44  1000    1
var_ratio[27] 4.79    0.00 0.15 4.51 4.68 4.78 4.89  5.10  1000    1
var_ratio[28] 4.26    0.00 0.14 4.00 4.16 4.26 4.35  4.54  1000    1
var_ratio[29] 4.01    0.00 0.13 3.77 3.93 4.01 4.10  4.27  1000    1
var_ratio[30] 3.34    0.00 0.10 3.13 3.27 3.33 3.40  3.54  1000    1
var_ratio[31] 4.64    0.01 0.16 4.34 4.52 4.64 4.74  4.98  1000    1
var_ratio[32] 5.11    0.01 0.17 4.79 4.99 5.10 5.23  5.46  1000    1
var_ratio[33] 3.73    0.00 0.12 3.49 3.65 3.72 3.80  3.97  1000    1
var_ratio[34] 3.76    0.00 0.13 3.53 3.67 3.76 3.85  4.02  1000    1
var_ratio[35] 4.49    0.00 0.15 4.22 4.39 4.49 4.58  4.77  1000    1
var_ratio[36] 3.97    0.00 0.13 3.72 3.88 3.96 4.06  4.22  1000    1
var_ratio[37] 4.26    0.00 0.13 4.00 4.18 4.26 4.34  4.51  1000    1
var_ratio[38] 3.86    0.00 0.13 3.61 3.77 3.86 3.96  4.12  1000    1
var_ratio[39] 4.57    0.00 0.15 4.28 4.47 4.56 4.67  4.88  1000    1
var_ratio[40] 3.59    0.00 0.12 3.37 3.51 3.59 3.67  3.82  1000    1
var_ratio[41] 3.85    0.00 0.13 3.61 3.76 3.84 3.93  4.10  1000    1
var_ratio[42] 3.50    0.00 0.12 3.28 3.42 3.50 3.58  3.74  1000    1
var_ratio[43] 4.03    0.00 0.13 3.79 3.94 4.02 4.12  4.29  1000    1
var_ratio[44] 4.10    0.00 0.13 3.86 4.01 4.10 4.18  4.36  1000    1
var_ratio[45] 4.30    0.00 0.14 4.01 4.20 4.29 4.39  4.61  1000    1
var_ratio[46] 5.07    0.01 0.17 4.75 4.96 5.07 5.18  5.40  1000    1
var_ratio[47] 3.97    0.00 0.13 3.75 3.88 3.97 4.05  4.25  1000    1
var_ratio[48] 3.32    0.00 0.11 3.11 3.24 3.31 3.39  3.54  1000    1
var_ratio[49] 3.69    0.00 0.12 3.47 3.61 3.69 3.77  3.93  1000    1
var_ratio[50] 3.50    0.00 0.12 3.28 3.43 3.50 3.58  3.73  1000    1
var_ratio[51] 4.10    0.00 0.14 3.83 4.01 4.11 4.19  4.39  1000    1
var_ratio[52] 4.84    0.00 0.15 4.55 4.73 4.84 4.93  5.15  1000    1
var_ratio[53] 3.79    0.00 0.12 3.55 3.71 3.79 3.87  4.03  1000    1
var_ratio[54] 5.14    0.01 0.17 4.82 5.01 5.13 5.26  5.45  1000    1
var_ratio[55] 4.90    0.01 0.17 4.58 4.78 4.89 5.01  5.22  1000    1
var_ratio[56] 3.88    0.00 0.13 3.62 3.80 3.88 3.97  4.15  1000    1
var_ratio[57] 3.66    0.00 0.11 3.45 3.58 3.65 3.73  3.90  1000    1
var_ratio[58] 4.30    0.00 0.14 4.04 4.21 4.29 4.39  4.59  1000    1
var_ratio[59] 3.99    0.00 0.13 3.75 3.90 3.99 4.08  4.23  1000    1
var_ratio[60] 3.77    0.00 0.13 3.52 3.68 3.76 3.85  4.02  1000    1
var_ratio[61] 3.30    0.00 0.11 3.08 3.22 3.30 3.38  3.51  1000    1
var_ratio[62] 4.87    0.01 0.16 4.54 4.76 4.86 4.97  5.18  1000    1
sigma[1]      0.20    0.00 0.00 0.20 0.20 0.20 0.21  0.21  1000    1
sigma[2]      0.27    0.00 0.00 0.26 0.27 0.27 0.27  0.28  1000    1
sigma[3]      0.23    0.00 0.00 0.22 0.23 0.23 0.23  0.24  1000    1
sigma[4]      0.23    0.00 0.00 0.22 0.22 0.23 0.23  0.23  1000    1
sigma[5]      0.23    0.00 0.00 0.22 0.22 0.23 0.23  0.23  1000    1
sigma[6]      0.22    0.00 0.00 0.22 0.22 0.22 0.23  0.23  1000    1
sigma[7]      0.25    0.00 0.00 0.24 0.24 0.25 0.25  0.25  1000    1
sigma[8]      0.21    0.00 0.00 0.21 0.21 0.21 0.22  0.22  1000    1
sigma[9]      0.24    0.00 0.00 0.23 0.24 0.24 0.24  0.25  1000    1
sigma[10]     0.24    0.00 0.00 0.23 0.24 0.24 0.24  0.25  1000    1
sigma[11]     0.24    0.00 0.00 0.23 0.24 0.24 0.24  0.25  1000    1
sigma[12]     0.25    0.00 0.00 0.24 0.25 0.25 0.25  0.26  1000    1
sigma[13]     0.23    0.00 0.00 0.22 0.23 0.23 0.23  0.24  1000    1
sigma[14]     0.21    0.00 0.00 0.20 0.21 0.21 0.21  0.22  1000    1
sigma[15]     0.18    0.00 0.00 0.18 0.18 0.18 0.18  0.19  1000    1
sigma[16]     0.24    0.00 0.00 0.23 0.24 0.24 0.24  0.25  1000    1
sigma[17]     0.29    0.00 0.00 0.28 0.28 0.29 0.29  0.29  1000    1
sigma[18]     0.27    0.00 0.00 0.26 0.26 0.27 0.27  0.27  1000    1
sigma[19]     0.27    0.00 0.00 0.26 0.26 0.27 0.27  0.28  1000    1
sigma[20]     0.24    0.00 0.00 0.24 0.24 0.24 0.25  0.25  1000    1
sigma[21]     0.19    0.00 0.00 0.19 0.19 0.19 0.20  0.20  1000    1
sigma[22]     0.26    0.00 0.00 0.25 0.26 0.26 0.26  0.27  1000    1
sigma[23]     0.17    0.00 0.00 0.16 0.17 0.17 0.17  0.17  1000    1
sigma[24]     0.21    0.00 0.00 0.20 0.21 0.21 0.21  0.22  1000    1
sigma[25]     0.27    0.00 0.00 0.26 0.27 0.27 0.27  0.28  1000    1
sigma[26]     0.30    0.00 0.00 0.29 0.29 0.30 0.30  0.31  1000    1
sigma[27]     0.21    0.00 0.00 0.20 0.21 0.21 0.21  0.21  1000    1
sigma[28]     0.23    0.00 0.00 0.22 0.23 0.23 0.23  0.24  1000    1
sigma[29]     0.25    0.00 0.00 0.24 0.24 0.25 0.25  0.25  1000    1
sigma[30]     0.29    0.00 0.00 0.28 0.29 0.29 0.29  0.30  1000    1
sigma[31]     0.22    0.00 0.00 0.21 0.21 0.22 0.22  0.22  1000    1
sigma[32]     0.20    0.00 0.00 0.19 0.19 0.20 0.20  0.20  1000    1
sigma[33]     0.26    0.00 0.00 0.25 0.26 0.26 0.26  0.27  1000    1
sigma[34]     0.26    0.00 0.00 0.25 0.26 0.26 0.27  0.27  1000    1
sigma[35]     0.22    0.00 0.00 0.21 0.22 0.22 0.22  0.23  1000    1
sigma[36]     0.25    0.00 0.00 0.24 0.25 0.25 0.25  0.26  1000    1
sigma[37]     0.23    0.00 0.00 0.23 0.23 0.23 0.24  0.24  1000    1
sigma[38]     0.25    0.00 0.00 0.24 0.25 0.25 0.25  0.26  1000    1
sigma[39]     0.22    0.00 0.00 0.21 0.21 0.22 0.22  0.22  1000    1
sigma[40]     0.27    0.00 0.00 0.26 0.27 0.27 0.27  0.28  1000    1
sigma[41]     0.26    0.00 0.00 0.25 0.25 0.26 0.26  0.27  1000    1
sigma[42]     0.28    0.00 0.00 0.27 0.27 0.28 0.28  0.29  1000    1
sigma[43]     0.25    0.00 0.00 0.24 0.24 0.25 0.25  0.26  1000    1
sigma[44]     0.24    0.00 0.00 0.23 0.24 0.24 0.24  0.25  1000    1
sigma[45]     0.23    0.00 0.00 0.22 0.23 0.23 0.23  0.24  1000    1
sigma[46]     0.20    0.00 0.00 0.19 0.19 0.20 0.20  0.20  1000    1
sigma[47]     0.25    0.00 0.00 0.24 0.25 0.25 0.25  0.26  1000    1
sigma[48]     0.29    0.00 0.00 0.28 0.29 0.29 0.30  0.30  1000    1
sigma[49]     0.26    0.00 0.00 0.26 0.26 0.26 0.27  0.27  1000    1
sigma[50]     0.28    0.00 0.00 0.27 0.27 0.28 0.28  0.29  1000    1
sigma[51]     0.24    0.00 0.00 0.24 0.24 0.24 0.25  0.25  1000    1
sigma[52]     0.21    0.00 0.00 0.20 0.21 0.21 0.21  0.21  1000    1
sigma[53]     0.26    0.00 0.00 0.25 0.25 0.26 0.26  0.27  1000    1
sigma[54]     0.19    0.00 0.00 0.19 0.19 0.19 0.20  0.20  1000    1
sigma[55]     0.20    0.00 0.00 0.20 0.20 0.20 0.21  0.21  1000    1
sigma[56]     0.26    0.00 0.00 0.25 0.25 0.26 0.26  0.26  1000    1
sigma[57]     0.27    0.00 0.00 0.26 0.27 0.27 0.27  0.28  1000    1
sigma[58]     0.24    0.00 0.00 0.23 0.23 0.24 0.24  0.24  1000    1
sigma[59]     0.25    0.00 0.00 0.24 0.25 0.25 0.25  0.26  1000    1
sigma[60]     0.26    0.00 0.00 0.25 0.26 0.26 0.26  0.27  1000    1
sigma[61]     0.29    0.00 0.00 0.29 0.29 0.29 0.30  0.30  1000    1
sigma[62]     0.21    0.00 0.00 0.20 0.20 0.21 0.21  0.21  1000    1
tau_0[1]      1.00    0.00 0.03 0.94 0.98 1.00 1.01  1.05  1000    1
tau_0[2]      0.97    0.00 0.03 0.92 0.95 0.97 0.99  1.02  1000    1
tau_0[3]      0.99    0.00 0.03 0.94 0.98 0.99 1.01  1.05  1000    1
tau_0[4]      0.98    0.00 0.03 0.92 0.96 0.98 1.00  1.04  1000    1
tau_0[5]      0.99    0.00 0.03 0.94 0.97 0.99 1.01  1.05  1000    1
tau_0[6]      0.99    0.00 0.03 0.94 0.98 0.99 1.01  1.05  1000    1
tau_0[7]      0.98    0.00 0.03 0.93 0.96 0.98 1.00  1.04  1000    1
tau_0[8]      0.99    0.00 0.03 0.95 0.98 0.99 1.01  1.04  1000    1
tau_0[9]      0.98    0.00 0.03 0.93 0.97 0.98 1.00  1.04  1000    1
tau_0[10]     0.99    0.00 0.03 0.93 0.97 0.98 1.00  1.04  1000    1
tau_0[11]     1.00    0.00 0.03 0.95 0.98 1.00 1.02  1.06  1000    1
tau_0[12]     0.98    0.00 0.03 0.93 0.96 0.98 1.00  1.04  1000    1
tau_0[13]     0.99    0.00 0.03 0.94 0.97 0.99 1.01  1.05  1000    1
tau_0[14]     1.00    0.00 0.03 0.94 0.98 1.00 1.01  1.06  1000    1
tau_0[15]     0.99    0.00 0.03 0.94 0.97 0.99 1.00  1.04  1000    1
tau_0[16]     0.98    0.00 0.03 0.93 0.96 0.98 1.00  1.04  1000    1
tau_0[17]     0.97    0.00 0.03 0.92 0.95 0.97 0.99  1.03  1000    1
tau_0[18]     0.97    0.00 0.03 0.92 0.95 0.97 0.99  1.03  1000    1
tau_0[19]     0.98    0.00 0.03 0.93 0.96 0.98 1.00  1.04  1000    1
tau_0[20]     0.98    0.00 0.03 0.93 0.96 0.98 1.00  1.03  1000    1
tau_0[21]     1.01    0.00 0.03 0.95 0.99 1.00 1.02  1.06  1000    1
tau_0[22]     0.98    0.00 0.03 0.93 0.96 0.98 0.99  1.03  1000    1
tau_0[23]     1.00    0.00 0.03 0.95 0.98 1.00 1.02  1.06  1000    1
tau_0[24]     0.99    0.00 0.03 0.93 0.97 0.99 1.01  1.05  1000    1
tau_0[25]     0.98    0.00 0.03 0.93 0.96 0.98 1.00  1.04  1000    1
tau_0[26]     0.96    0.00 0.03 0.92 0.95 0.96 0.98  1.01  1000    1
tau_0[27]     0.99    0.00 0.03 0.95 0.98 0.99 1.01  1.05  1000    1
tau_0[28]     0.98    0.00 0.03 0.93 0.97 0.98 1.00  1.04  1000    1
tau_0[29]     0.99    0.00 0.03 0.93 0.97 0.99 1.01  1.05  1000    1
tau_0[30]     0.96    0.00 0.03 0.91 0.94 0.96 0.98  1.01  1000    1
tau_0[31]     1.00    0.00 0.03 0.94 0.98 1.00 1.02  1.06  1000    1
tau_0[32]     1.01    0.00 0.03 0.95 0.99 1.01 1.03  1.07  1000    1
tau_0[33]     0.97    0.00 0.03 0.92 0.95 0.97 0.99  1.03  1000    1
tau_0[34]     0.99    0.00 0.03 0.94 0.97 0.99 1.01  1.04  1000    1
tau_0[35]     0.98    0.00 0.03 0.93 0.97 0.98 1.00  1.04  1000    1
tau_0[36]     0.98    0.00 0.03 0.93 0.96 0.98 1.00  1.04  1000    1
tau_0[37]     0.99    0.00 0.03 0.94 0.98 0.99 1.01  1.04  1000    1
tau_0[38]     0.97    0.00 0.03 0.92 0.95 0.97 0.99  1.03  1000    1
tau_0[39]     0.98    0.00 0.03 0.93 0.96 0.98 1.00  1.04  1000    1
tau_0[40]     0.97    0.00 0.03 0.92 0.95 0.97 0.99  1.02  1000    1
tau_0[41]     0.99    0.00 0.03 0.93 0.97 0.99 1.01  1.04  1000    1
tau_0[42]     0.97    0.00 0.03 0.92 0.95 0.97 0.98  1.02  1000    1
tau_0[43]     0.99    0.00 0.03 0.94 0.97 0.99 1.01  1.05  1000    1
tau_0[44]     0.99    0.00 0.03 0.94 0.97 0.98 1.00  1.04  1000    1
tau_0[45]     0.99    0.00 0.03 0.94 0.97 0.99 1.01  1.05  1000    1
tau_0[46]     1.00    0.00 0.03 0.94 0.98 1.00 1.02  1.05  1000    1
tau_0[47]     0.98    0.00 0.03 0.94 0.97 0.98 1.00  1.04  1000    1
tau_0[48]     0.97    0.00 0.03 0.92 0.95 0.97 0.99  1.03  1000    1
tau_0[49]     0.98    0.00 0.03 0.93 0.96 0.98 0.99  1.03  1000    1
tau_0[50]     0.97    0.00 0.03 0.92 0.95 0.97 0.99  1.03  1000    1
tau_0[51]     1.00    0.00 0.03 0.94 0.98 1.00 1.02  1.06  1000    1
tau_0[52]     1.00    0.00 0.03 0.96 0.99 1.00 1.02  1.06  1000    1
tau_0[53]     0.98    0.00 0.03 0.93 0.96 0.97 0.99  1.03  1000    1
tau_0[54]     0.99    0.00 0.03 0.94 0.98 0.99 1.01  1.05  1000    1
tau_0[55]     1.00    0.00 0.03 0.95 0.98 1.00 1.02  1.06  1000    1
tau_0[56]     0.99    0.00 0.03 0.94 0.97 0.99 1.01  1.05  1000    1
tau_0[57]     0.98    0.00 0.03 0.93 0.96 0.98 1.00  1.04  1000    1
tau_0[58]     1.01    0.00 0.03 0.96 0.99 1.01 1.03  1.07  1000    1
tau_0[59]     0.99    0.00 0.03 0.94 0.97 0.99 1.01  1.05  1000    1
tau_0[60]     0.98    0.00 0.03 0.93 0.96 0.98 1.00  1.04  1000    1
tau_0[61]     0.97    0.00 0.03 0.92 0.95 0.97 0.99  1.03  1000    1
tau_0[62]     1.00    0.00 0.03 0.95 0.98 1.00 1.02  1.06  1000    1
var_ratio[1]  2.58       0 0.08 2.42 2.52 2.58 2.64  2.74  1000 1.00
var_ratio[2]  2.22       0 0.08 2.08 2.17 2.22 2.28  2.39  1000 1.00
var_ratio[3]  2.34       0 0.08 2.18 2.28 2.34 2.39  2.49  1000 1.00
var_ratio[4]  3.11       0 0.10 2.92 3.04 3.11 3.18  3.32  1000 1.00
var_ratio[5]  2.95       0 0.10 2.76 2.88 2.94 3.01  3.14  1000 1.00
var_ratio[6]  2.82       0 0.10 2.64 2.76 2.82 2.89  3.01  1000 1.00
var_ratio[7]  3.17       0 0.11 2.96 3.09 3.17 3.24  3.39  1000 1.00
var_ratio[8]  2.54       0 0.08 2.38 2.48 2.54 2.60  2.71  1000 1.00
var_ratio[9]  2.59       0 0.08 2.43 2.53 2.59 2.64  2.75  1000 1.00
var_ratio[10] 2.11       0 0.07 1.98 2.07 2.11 2.16  2.26  1000 1.00
var_ratio[11] 2.42       0 0.08 2.27 2.36 2.42 2.48  2.58  1000 1.00
var_ratio[12] 1.79       0 0.06 1.68 1.75 1.79 1.83  1.92  1000 1.00
var_ratio[13] 3.24       0 0.10 3.05 3.17 3.24 3.31  3.45  1000 1.00
var_ratio[14] 4.11       0 0.13 3.88 4.03 4.11 4.20  4.38  1000 1.00
var_ratio[15] 1.86       0 0.07 1.74 1.81 1.86 1.90  2.00  1000 1.00
var_ratio[16] 2.04       0 0.07 1.90 1.99 2.04 2.09  2.17  1000 1.00
var_ratio[17] 2.49       0 0.08 2.33 2.43 2.49 2.54  2.65  1000 1.00
var_ratio[18] 2.34       0 0.08 2.18 2.29 2.34 2.40  2.49  1000 1.00
var_ratio[19] 1.65       0 0.06 1.54 1.61 1.65 1.69  1.77  1000 1.00
var_ratio[20] 2.20       0 0.07 2.06 2.15 2.20 2.25  2.34  1000 1.00
var_ratio[21] 2.15       0 0.07 2.02 2.10 2.15 2.20  2.30  1000 1.00
var_ratio[22] 1.87       0 0.06 1.75 1.82 1.86 1.91  1.99  1000 1.00
var_ratio[23] 2.75       0 0.09 2.58 2.69 2.75 2.82  2.92  1000 1.00
var_ratio[24] 2.38       0 0.08 2.22 2.32 2.37 2.44  2.56  1000 1.00
var_ratio[25] 2.24       0 0.08 2.11 2.19 2.24 2.29  2.39  1000 1.00
var_ratio[26] 2.48       0 0.08 2.32 2.42 2.47 2.53  2.65  1000 1.00
var_ratio[27] 2.60       0 0.09 2.44 2.54 2.60 2.66  2.77  1000 1.00
var_ratio[28] 3.52       0 0.12 3.31 3.45 3.52 3.60  3.76  1000 1.00
var_ratio[29] 2.61       0 0.09 2.43 2.55 2.60 2.66  2.79  1000 1.00
var_ratio[30] 2.30       0 0.08 2.16 2.24 2.29 2.35  2.45  1000 1.00
var_ratio[31] 2.54       0 0.08 2.40 2.49 2.54 2.59  2.71  1000 1.00
var_ratio[32] 2.74       0 0.09 2.57 2.68 2.74 2.81  2.92  1000 1.00
var_ratio[33] 2.17       0 0.07 2.03 2.11 2.17 2.22  2.32  1000 1.00
var_ratio[34] 2.29       0 0.08 2.14 2.24 2.29 2.34  2.44  1000 1.00
var_ratio[35] 2.96       0 0.09 2.78 2.89 2.96 3.02  3.14  1000 1.00
var_ratio[36] 3.01       0 0.10 2.83 2.94 3.00 3.08  3.22  1000 1.00
var_ratio[37] 2.71       0 0.09 2.53 2.65 2.70 2.76  2.88  1000 1.00
var_ratio[38] 3.15       0 0.10 2.97 3.09 3.15 3.22  3.37  1000 1.00
var_ratio[39] 2.54       0 0.08 2.38 2.48 2.53 2.59  2.70  1000 1.00
var_ratio[40] 2.53       0 0.08 2.37 2.47 2.53 2.58  2.69  1000 1.00
var_ratio[41] 2.05       0 0.07 1.92 2.00 2.04 2.10  2.20  1000 1.00
var_ratio[42] 2.47       0 0.08 2.32 2.41 2.47 2.52  2.65  1000 1.00
var_ratio[43] 1.75       0 0.06 1.62 1.71 1.75 1.79  1.87  1000 1.00
var_ratio[44] 3.27       0 0.10 3.08 3.20 3.27 3.34  3.47  1000 1.00
var_ratio[45] 3.57       0 0.12 3.34 3.49 3.57 3.65  3.79  1000 1.00
var_ratio[46] 1.88       0 0.06 1.76 1.84 1.88 1.92  2.01  1000 1.00
var_ratio[47] 2.10       0 0.07 1.97 2.05 2.10 2.14  2.24  1000 1.00
var_ratio[48] 2.22       0 0.08 2.08 2.17 2.22 2.28  2.38  1000 1.00
var_ratio[49] 2.29       0 0.08 2.14 2.24 2.29 2.34  2.44  1000 1.00
