"DktRegion","Pipeline","sigma.0.","sigma.25.","sigma.50.","sigma.75.","sigma.100.","sigma.sd","tau.0.","tau.25.","tau.50.","tau.75.","tau.100.","tau.sd","variance.ratio.0.","variance.ratio.25.","variance.ratio.50.","variance.ratio.75.","variance.ratio.100.","variance.ratio.sd"
"lcACC","newANTsCross",0.223996971472763,0.234294228141718,0.236915851248036,0.239557713930794,0.249444311234923,0.00394913019260275,0.872374085015676,0.961395037432889,0.978995817386651,0.997862926936901,1.08556943735191,0.0265755943702257,3.63874013808543,4.04705615811791,4.13156519066903,4.22665259086621,4.64386836374457,0.132030083414424
"lcMFG","newANTsCross",0.408262767514827,0.428200813338192,0.432981751398575,0.437976704113562,0.461974549875938,0.00707013619664571,0.815687876399767,0.887667022800944,0.905208008371785,0.924708575389291,1.01834543179062,0.0272016124924688,1.86190517885097,2.0426611132861,2.09080266333728,2.14074430682569,2.40009467639743,0.0726942703555973
"lCUN","newANTsCross",0.333558221607145,0.351456056252364,0.355447327955838,0.359438824163114,0.37548628631393,0.00587196173177596,0.851546171659286,0.931836615880058,0.949901498720079,0.968930656252945,1.0711568529781,0.0276558924623276,2.39315914848401,2.615439817559,2.67396868866817,2.73337954121593,3.02151640533472,0.0895589852907935
"lENT","newANTsCross",0.384145717286734,0.401040121820361,0.405437576348723,0.409990110168601,0.430089958874266,0.00663710393968847,0.826851834292778,0.898082570224784,0.916517067702214,0.934098246818161,1.0369611389223,0.0268460452339738,1.97339935247816,2.20768076067296,2.25883343604689,2.31042202441674,2.540210594675,0.0758306427886197
"lFUS","newANTsCross",0.32737791133124,0.343263582498452,0.346960074000274,0.350889393979713,0.368315864872786,0.00561113295475176,0.854812299714662,0.932999001118015,0.950238125972142,0.969021542049549,1.04594256283953,0.0272915121962582,2.39932716478325,2.67745033750266,2.73843233579418,2.80318244253285,3.08261471289243,0.0921042371936383
"lIPL","newANTsCross",0.320720969891655,0.334241239662455,0.337974718418711,0.3417301719162,0.358940935580587,0.0055851917190441,0.865178419565717,0.935759712178451,0.953403708697784,0.971260746504528,1.0542803575431,0.0266855545548379,2.51827306960034,2.75937460998296,2.82013097205642,2.88542362130271,3.1734037359886,0.0918131880460054
"lITG","newANTsCross",0.465079295669402,0.487286775890676,0.492484548083804,0.498043951526986,0.526346550270982,0.00803904204958311,0.796735828445333,0.865251167214772,0.882502501183457,0.900735471743396,0.974140730025814,0.0264690059119168,1.59090201976025,1.75050688027002,1.79010381656557,1.83356564217314,2.04400022849049,0.0631720252249263
"liCC","newANTsCross",0.265372445050055,0.277888816776999,0.281190549499463,0.284433658861723,0.300446024002114,0.00481914973289635,0.882722605554959,0.951617597252797,0.969362669679236,0.988583778423884,1.08539300124799,0.027245874140677,3.11561522460054,3.37332966163537,3.4492004442561,3.52785040590675,3.99182991244197,0.114067598297717
"lLOG","newANTsCross",0.376404034027761,0.393431278777198,0.397584425099137,0.401886966221692,0.426399604226886,0.00639821949894761,0.839490232134076,0.905273604881996,0.922359528033161,0.94025124430706,1.0279322451108,0.0264110653771446,2.07089387140251,2.27069508390418,2.31889467142361,2.37230354281895,2.62507659141245,0.0764671137675804
"lLOF","newANTsCross",0.316534333197046,0.336909295555196,0.340462131164743,0.344103933724959,0.360882527719846,0.00557882978218655,0.866976288304491,0.932539358938022,0.951466507639545,0.970409826024783,1.06147698145311,0.0284254097652786,2.51423098452689,2.73187494582636,2.79470545501361,2.85670704516114,3.1568107525018,0.0940659626978388
