"DktRegion","Pipeline","AccuracyMean","AccuracyStd"
"lMGH","ANTsSST",6.58663659854877,0.688856330288744
"lPARH","ANTsSST",6.73797971765977,0.625505242171109
"lparaC","ANTsSST",6.9177589679734,0.650569764737348
"lpOPER","ANTsSST",6.46776477556828,0.678756033479163
"lpORB","ANTsSST",6.75401330329675,0.646464641381944
"lpTRI","ANTsSST",6.55899472275214,0.682080097489376
"lperiCAL","ANTsSST",6.62750627205515,0.669436742503514
"lpostC","ANTsSST",6.80335406307154,0.67113695825859
"lPCC","ANTsSST",6.85004677341906,0.68162032246868
"lPreC","ANTsSST",6.79955376434125,0.679781886455809
"lPCUN","ANTsSST",7.00737885657341,0.655843893573631
"lrACC","ANTsSST",6.88889253637197,0.678248860476895
"lrMFG","ANTsSST",6.86162079367222,0.632395251193569
"lSFG","ANTsSST",6.69660957959541,0.647936518054151
"lSPL","ANTsSST",7.02472154399798,0.61764966170859
"lSTG","ANTsSST",6.43967478160981,0.660609871411802
"lSMAR","ANTsSST",6.69391664192368,0.657749628034769
"lTT","ANTsSST",6.48081862064242,0.661259035284144
"lINS","ANTsSST",6.77771162466579,0.696905858800819
"rcACC","ANTsSST",6.86712675559155,0.658051345072667
"rcMFG","ANTsSST",6.82700326080791,0.635605407847298
"rCUN","ANTsSST",6.70143325908241,0.649458965544897
"rENT","ANTsSST",6.79910668195893,0.655921881760688
"rFUS","ANTsSST",6.87065504192225,0.648389940260129
"rIPL","ANTsSST",6.91715613935714,0.641694178428263
"rITG","ANTsSST",6.86771004573172,0.658262792295427
"riCC","ANTsSST",6.96832920654675,0.695422456176499
"rLOG","ANTsSST",6.59509986826837,0.707324963316325
"rLOF","ANTsSST",6.84498062772679,0.653396726288289
"rLING","ANTsSST",6.70664233226956,0.672857874092253
"rMOF","ANTsSST",6.67176124559861,0.676465965572745
"rMGH","ANTsSST",6.6820854604786,0.661359263184157
"rPARH","ANTsSST",6.82099658478912,0.632450449648562
"rparaC","ANTsSST",6.95866946046397,0.655088624526905
"rpOPER","ANTsSST",6.50556911543664,0.694369061184649
"rpORB","ANTsSST",6.71042402095624,0.652792921513815
"rpTRI","ANTsSST",6.49193514035704,0.638360243913427
"rperiCAL","ANTsSST",6.55419470610726,0.660870830511763
"rpostC","ANTsSST",6.90172155476295,0.664763155095278
"rPCC","ANTsSST",6.87602511172617,0.670519708629678
"rPreC","ANTsSST",6.76222568021948,0.727381659987079
"rPCUN","ANTsSST",6.97048971139511,0.681885210428761
"rrACC","ANTsSST",6.9245237818478,0.669784750854445
"rrMFG","ANTsSST",6.77177673397595,0.633801517219683
"rSFG","ANTsSST",6.62060899407842,0.662904200252719
"rSPL","ANTsSST",7.00179848331077,0.620809414075639
"rSTG","ANTsSST",6.49437577364051,0.673420692843445
"rSMAR","ANTsSST",6.80375001636636,0.635700768741032
"rTT","ANTsSST",6.66479359239403,0.732673287886656
"rINS","ANTsSST",6.73242581907691,0.712413322445049
"lcACC","FSCross",7.0474524486843,0.636696536931651
"lcMFG","FSCross",7.01863886614161,0.682595668524629
"lCUN","FSCross",7.03961553559064,0.640804001241798
"lENT","FSCross",6.88166531831945,0.650140397100969
"lFUS","FSCross",7.01383196014096,0.660507962070839
"lIPL","FSCross",7.05914629628117,0.647705663485465
"lITG","FSCross",7.01119650229096,0.652639777727304
"liCC","FSCross",7.04390462095342,0.653717496566334
"lLOG","FSCross",7.00418682515599,0.662946532672795
"lLOF","FSCross",6.96905358738123,0.677457732248463
"lLING","FSCross",6.98752872905272,0.654538247883675
"lMOF","FSCross",7.00381206019142,0.643949838247718
"lMGH","FSCross",7.00761879501085,0.66401251029709
"lPARH","FSCross",6.9806814516413,0.64237638548958
"lparaC","FSCross",7.00456007396471,0.650601891523486
"lpOPER","FSCross",7.0332811093131,0.647021984925544
"lpORB","FSCross",6.95899073511294,0.664955423914215
"lpTRI","FSCross",6.96513587524351,0.685181433138238
"lperiCAL","FSCross",7.02156700160026,0.632593349334413
"lpostC","FSCross",6.8984794448325,0.647459116735596
"lPCC","FSCross",7.03365842382183,0.630931118390865
"lPreC","FSCross",6.85425285140117,0.650362514254666
"lPCUN","FSCross",7.05880103536645,0.644635110198847
"lrACC","FSCross",7.04281468566568,0.636591635153363
"lrMFG","FSCross",7.02063503652239,0.665655406645761
"lSFG","FSCross",6.99075606209963,0.680642537998778
"lSPL","FSCross",7.05380148460607,0.636939998138555
"lSTG","FSCross",6.86890352330242,0.705511507074631
"lSMAR","FSCross",7.00961691182029,0.677583991946157
"lTT","FSCross",6.8870901962053,0.694052195094718
"lINS","FSCross",7.01066430892224,0.653559338946822
"rcACC","FSCross",7.0539136999659,0.636914751966485
"rcMFG","FSCross",7.02825925869024,0.650169607750226
"rCUN","FSCross",7.02287066365241,0.641581174343952
"rENT","FSCross",6.81601790862949,0.665341170345769
"rFUS","FSCross",7.02700969929559,0.645181569992631
"rIPL","FSCross",7.05442569631229,0.643069519379001
"rITG","FSCross",7.00104299266823,0.665564123634448
"riCC","FSCross",7.03828627658343,0.655937646325612
"rLOG","FSCross",7.03013981693136,0.66899994535359
"rLOF","FSCross",7.02388593735186,0.658788177857369
"rLING","FSCross",6.98509527315762,0.668731343697362
"rMOF","FSCross",6.97725468121866,0.650414243125912
"rMGH","FSCross",7.0479496735351,0.656471856252891
"rPARH","FSCross",6.97575212337956,0.645743858408196
"rparaC","FSCross",6.98262352536988,0.641752282393763
"rpOPER","FSCross",7.02662277387777,0.673122779626995
"rpORB","FSCross",7.01015349845672,0.651959463143921
"rpTRI","FSCross",6.95269115193672,0.658301110304883
"rperiCAL","FSCross",6.97344360103654,0.638945983877248
"rpostC","FSCross",6.96622506434133,0.66132333037969
"rPCC","FSCross",7.04439599014648,0.629159446924099
"rPreC","FSCross",6.76430189816787,0.657080940942211
"rPCUN","FSCross",7.04555229714577,0.6527850319207
"rrACC","FSCross",6.99292724933794,0.633876755337227
"rrMFG","FSCross",6.99925295602961,0.663243757967632
"rSFG","FSCross",6.91551190357744,0.669403610490252
"rSPL","FSCross",7.04453567270851,0.645859500883862
"rSTG","FSCross",6.82429664719531,0.728265323558279
"rSMAR","FSCross",7.03340966506121,0.661701692052213
"rTT","FSCross",6.93316525234805,0.694876881084306
"rINS","FSCross",7.00039961408123,0.64872184431713
"lcACC","FSLong",7.04810519592904,0.641011147584372
"lcMFG","FSLong",7.00293242390317,0.674241663565919
"lCUN","FSLong",7.03976554574423,0.635686861668911
"lENT","FSLong",6.8470482054068,0.659320198239125
"lFUS","FSLong",6.99210934205235,0.673668006172362
"lIPL","FSLong",7.06435825802264,0.654668017514412
"lITG","FSLong",6.96834683724632,0.675387396817361
"liCC","FSLong",7.00706660710404,0.661586649565699
"lLOG","FSLong",7.01217017210707,0.660602501752216
"lLOF","FSLong",6.89932981990164,0.716004754385973
"lLING","FSLong",6.99842123898791,0.651052060899242
"lMOF","FSLong",6.93617089908295,0.653261281593689
"lMGH","FSLong",6.9921418350383,0.675454698123413
"lPARH","FSLong",6.94537888781467,0.639584248862314
"lparaC","FSLong",7.00288788730764,0.655816932568778
"lpOPER","FSLong",7.00769388354079,0.66553735963274
"lpORB","FSLong",6.93646983319907,0.713656803485267
"lpTRI","FSLong",6.93055000058323,0.702743105733813
"lperiCAL","FSLong",7.01655551862805,0.630191354100752
"lpostC","FSLong",6.85353056746546,0.643884752965317
"lPCC","FSLong",7.04766886355979,0.642161023605928
"lPreC","FSLong",6.8451665136798,0.641457192528815
"lPCUN","FSLong",7.05519197698419,0.650315814891824
"lrACC","FSLong",7.00664041084697,0.640505163842038
"lrMFG","FSLong",6.97331289023272,0.694347076734518
"lSFG","FSLong",6.9611857977647,0.690068427154691
"lSPL","FSLong",7.0534472140851,0.638223524270225
"lSTG","FSLong",6.86836867683405,0.700724713776691
"lSMAR","FSLong",7.01469808580388,0.676527132943657
"lTT","FSLong",6.93448278108273,0.672347178721795
"lINS","FSLong",6.98446452940089,0.657462744947243
"rcACC","FSLong",7.04817708924816,0.633769166072539
"rcMFG","FSLong",6.99992058354798,0.656220046282892
"rCUN","FSLong",7.02198528390305,0.636372078489771
"rENT","FSLong",6.80443852530868,0.65882262176619
"rFUS","FSLong",6.98650934909918,0.642257812203443
"rIPL","FSLong",7.0566956670072,0.650384776457151
"rITG","FSLong",6.9491327696891,0.662162088214788
"riCC","FSLong",6.98299970154358,0.666505161228957
"rLOG","FSLong",7.02962960031775,0.66088605350205
"rLOF","FSLong",6.93312465159115,0.663616784694904
"rLING","FSLong",7.00470292234057,0.661432013074805
"rMOF","FSLong",6.88217524154271,0.643258524509212
"rMGH","FSLong",7.02994013853252,0.661106089334378
"rPARH","FSLong",6.93844428375704,0.653397283992734
"rparaC","FSLong",6.91565160699442,0.644444233110156
"rpOPER","FSLong",7.0121914633716,0.690310057995903
"rpORB","FSLong",6.97336179713091,0.6614441379104
"rpTRI","FSLong",6.92447033779235,0.672317620451013
"rperiCAL","FSLong",6.97244751630758,0.639302899494939
"rpostC","FSLong",6.9303349931748,0.670488750939419
"rPCC","FSLong",7.04001617504504,0.652941834200174
"rPreC","FSLong",6.69508348248905,0.657246840983791
"rPCUN","FSLong",7.02555295532906,0.65791604025805
"rrACC","FSLong",6.91773361551676,0.615715430788421
"rrMFG","FSLong",6.96333325338389,0.688151789371829
"rSFG","FSLong",6.85531986235547,0.67536556161397
"rSPL","FSLong",7.04264027353038,0.645720343033929
"rSTG","FSLong",6.80352535608565,0.711783869587685
"rSMAR","FSLong",7.02610122914244,0.668175057794937
"rTT","FSLong",6.9541090942708,0.679090785110523
"rINS","FSLong",6.96611608760599,0.651664980717894
