"DktRegion","Pipeline","sigma.0.","sigma.2.5.","sigma.25.","sigma.50.","sigma.75.","sigma.97.5.","sigma.100.","sigma.sd","tau0.0.","tau0.2.5.","tau0.25.","tau0.50.","tau0.75.","tau0.97.5.","tau0.100.","tau_0.sd","tau1.0.","tau1.2.5.","tau1.25.","tau1.50.","tau1.75.","tau1.97.5.","tau1.100.","tau_1.sd","variance.ratio.0.","variance.ratio.2.5.","variance.ratio.25.","variance.ratio.50.","variance.ratio.75.","variance.ratio.97.5.","variance.ratio.100.","variance.ratio.sd","variance.ratio.exp.0.","variance.ratio.exp.2.5.","variance.ratio.exp.25.","variance.ratio.exp.50.","variance.ratio.exp.75.","variance.ratio.exp.97.5.","variance.ratio.exp.100.","variance.ratio.exp.sd"
"lcACC","ANTsXNet",0.342654678434984,0.352951140005419,0.360520884038046,0.364718040444135,0.36874785068442,0.377245508213806,0.388626330898457,0.00610518051547608,0.844177897453789,0.888030817357302,0.919391837633467,0.93704029604082,0.955509371478716,0.991465104815572,1.04298139663055,0.0264409817768032,0.14963025284984,0.246508665563744,1.10443644327907,2.06540892610623,4.05955257361409,8.38934796754179,9.6992679494903,2.42160429232384,2.27430229426343,2.41338564082652,2.51415615476836,2.57006734580481,2.62763800736307,2.7411027730049,2.874961798988,0.0838925748493757,2.85726064573511,3.21553351782319,5.59854637413642,8.21390884240852,13.6817300484349,25.5960437443331,29.453638696998,6.65088602055525
"lcMFG","ANTsXNet",0.445136476074786,0.454332969734483,0.463998995679097,0.468751914608744,0.474023004671854,0.484289581591829,0.499652316030327,0.0076331615413665,0.802461214761495,0.836690166105959,0.868320829080084,0.885143788356908,0.90235894094279,0.938609660969062,0.99178979912862,0.0262055875585334,0.121667265890485,0.183687126581531,0.47249505442933,1.29037745832694,4.368196383754,16.5837258946692,18.980039109267,4.97082625224164,1.69162844203639,1.76549681509958,1.84568605238043,1.88848620706712,1.93292697588616,2.02337151098096,2.13526410980778,0.0652247426904838,2.04240052124287,2.29808237115306,2.91024331140042,4.64693613509875,11.0635163093909,37.3543504021123,42.7108602438122,10.6092986428059
"lCUN","ANTsXNet",0.435550978540248,0.452718062445722,0.462199854538025,0.467305690759908,0.472304725149913,0.482562767176588,0.496079955000238,0.00768105094852716,0.806354940701964,0.846331886593004,0.879938497646163,0.897101365524477,0.915417393461421,0.953776029436521,0.990614647767431,0.0268792064047168,0.410955554609681,0.53275684114849,0.899784168287936,1.52558396921584,2.9163576544646,6.54033077565562,7.88684599840582,1.79222359159418,1.7172053955902,1.79524679082042,1.8757878303856,1.92108929953252,1.96631600389622,2.06028119236048,2.15147640274398,0.0676142116111521,2.7412296725713,3.03873770892713,3.83679849194305,5.17348865564798,8.14799952541363,16.0169170637535,19.402928844707,3.83913399364057
"lENT","ANTsXNet",0.392674658756401,0.40452255358623,0.41340790754219,0.417874867049587,0.422595602548631,0.431920771701308,0.442277067432313,0.00690690855885892,0.833770886406928,0.877140876553593,0.90838795776625,0.926714840003449,0.945388312668856,0.982196638548064,1.03722443845302,0.0271467671167725,0.650696561895179,0.862534716948311,1.54966314285668,2.40602472500128,3.74308288244804,7.46144701148751,8.73399841682697,1.75646449722731,1.96550541366577,2.074224809294,2.16697279874165,2.2172868598001,2.26916116315453,2.37131999270099,2.53340868103937,0.0767158465980944,3.76274383341317,4.28803862620789,5.91228455387617,7.96800965570353,11.1580827577326,19.9613679702432,23.2924325062193,4.21016587165469
"lFUS","ANTsXNet",0.417352730875736,0.4267473634121,0.435569000756493,0.440377581056314,0.44533470576226,0.455731318432809,0.466795869779562,0.00736226917636774,0.818481666236856,0.860767526958013,0.892741998121383,0.910344733181503,0.928311138907804,0.963353302093694,1.00500148533786,0.0262045875936935,0.117649145398542,0.174675882007854,0.751541363186582,1.83516335557338,3.66751709611863,7.56587256074172,11.2406648098343,2.1571454451905,1.80003677999499,1.93168583602955,2.01979934420139,2.0678371962094,2.11569754361851,2.20605903465012,2.33408894207733,0.0701335962586544,2.21109600990679,2.42422669267515,3.75239520561032,6.2498082298859,10.4402119875315,19.1114299801774,26.7132945198171,4.89735275747546
"lIPL","ANTsXNet",0.401336098912079,0.409573391496852,0.418001271795088,0.422629201338289,0.427230693482625,0.436745298229342,0.446720666727643,0.00692972786883576,0.828881277678304,0.864830029904862,0.899239686038005,0.916735792604715,0.934124576055346,0.972074498669696,1.01748980214388,0.026772301054087,0.115290372618121,0.145586260287073,0.287462220543761,0.544514953208188,1.08072109960882,7.28989330803867,10.785165612223,1.76171118095205,1.92425373929285,2.03203667506327,2.11920908607294,2.16942082878422,2.21879858841754,2.3194448922041,2.43484398920298,0.0732088786579903,2.30940341038935,2.50964951433426,2.86009989002669,3.45461647123403,4.72678110499795,19.302420256139,27.8101982327469,4.15710575624208
"lITG","ANTsXNet",0.444209435538852,0.458013879486192,0.467403047292435,0.472612597686902,0.477737221253874,0.488651238697375,0.503109200433846,0.00774199391572177,0.791328686241035,0.841315303511437,0.87105439987272,0.888247174459598,0.906622482109981,0.945378715557306,1.00758270599667,0.0269543559777678,1.75539505342897,2.24991084167038,3.88417390605655,6.17613461476049,9.20137651524969,28.7935961038354,39.8358704388222,6.66307890624401,1.66710422115555,1.75784465533805,1.83614744850417,1.88102144888665,1.92616250006871,2.01628862775466,2.16059892385528,0.0664517125688084,5.52968217483478,6.60912378486721,10.1082394562633,14.9221576812839,21.3661263244229,62.1126777421087,87.100048978881,14.0777318685124
"liCC","ANTsXNet",0.379148305265488,0.386900956785335,0.395176967885996,0.399627593830445,0.403979076766379,0.412806170490043,0.425368660854254,0.00654529556212014,0.831177609879468,0.869622935469893,0.901956605479883,0.920246127182254,0.93879691072094,0.972892002677147,1.01462871385741,0.0266686708965631,0.0200773643914077,0.0234000683727917,0.724110163954324,3.34049708410215,6.78340757452875,47.9151585909937,60.7112734408341,13.7133606900673,2.06500664595265,2.15753933450879,2.25114036142983,2.30330912687863,2.35608101217969,2.45104016627754,2.57679657623796,0.0768189101434334,2.16610322049776,2.30931215171902,4.11513802786766,10.6734824553868,19.2627067394698,123.017093515761,156.21826322869,34.3201048019802
"lLOG","ANTsXNet",0.416500967121714,0.426541894599132,0.436204430100169,0.441056753666367,0.44620679955069,0.455631560935207,0.467145670958157,0.00744851210770811,0.810488391700188,0.861696602458566,0.89216911448462,0.910943550907389,0.928314644063521,0.966051912443739,1.00962250615975,0.0267939880111558,0.162825423171345,0.245384606880838,0.672706651721142,1.66325325772319,2.87124357588216,6.72603413394542,8.88072542868106,1.71418097730634,1.8123607707837,1.93410302091707,2.01689366986689,2.06426211662499,2.11264466639209,2.20812411183786,2.34849059115081,0.0705690520012152,2.27679884051207,2.60880183083563,3.592155581601,5.86545092444167,8.59378127436284,17.4045620827349,22.2807645176661,3.88720181814139
"lLOF","ANTsXNet",0.427561936633474,0.438183911724823,0.446998893860355,0.451968784609596,0.456966934284342,0.466817609394131,0.482622209939209,0.00735588805535482,0.822465647911642,0.851527909498574,0.8825554461546,0.900157746024798,0.918406624823953,0.953246303415457,0.996993472315476,0.0261087546370017,0.0426206538303012,0.0550317435902937,0.163397231115292,0.596367549359419,1.53252765177693,4.53985343128168,6.03002813273146,1.30414292052458,1.7631681914568,1.8657783737412,1.94626816811532,1.99048102918741,2.03826749621259,2.12902251708489,2.24513486382582,0.067058468893462,1.95905634125461,2.07263193981776,2.36619860922411,3.33643152840506,5.41217962660955,12.1317803780166,15.6159912227628,2.88957111119261
