"DktRegion","Pipeline","AccuracyMean","AccuracyStd"
"lperiCAL","ANTsSST",2.5997471240268,0.239380102083603
"lpostC","ANTsSST",2.55339510270431,0.247364737816127
"lPCC","ANTsSST",2.51523745070071,0.247698750043267
"lPreC","ANTsSST",2.55782968831954,0.255593078135741
"lPCUN","ANTsSST",2.47257885274013,0.237542985667686
"lrACC","ANTsSST",2.44492923612521,0.257510268223189
"lrMFG","ANTsSST",2.51369149419174,0.253705881219564
"lSFG","ANTsSST",2.50189674723097,0.249694309623044
"lSPL","ANTsSST",2.59927036512946,0.243143786405366
"lSTG","ANTsSST",2.40580718745192,0.250528702698709
"lSMAR","ANTsSST",2.48536714310591,0.25256281569062
"lTT","ANTsSST",2.53121301853506,0.248905349004655
"lINS","ANTsSST",2.4234953739758,0.23705099424768
"rcACC","ANTsSST",2.53026125445825,0.270400634898668
"rcMFG","ANTsSST",2.55129651935744,0.227159865294494
"rCUN","ANTsSST",2.57037144841767,0.244074897621635
"rENT","ANTsSST",2.4158024552523,0.274799781030615
"rFUS","ANTsSST",2.36523301147729,0.256920760433635
"rIPL","ANTsSST",2.43444806204871,0.254496995062703
"rITG","ANTsSST",2.40023144595278,0.261280551432171
"riCC","ANTsSST",2.40424108584772,0.274763148785719
"rLOG","ANTsSST",2.48301858652385,0.249700277542226
"rLOF","ANTsSST",2.49911013864051,0.254607165703537
"rLING","ANTsSST",2.53091270972754,0.251977893416062
"rMOF","ANTsSST",2.41749239037121,0.271888301334486
"rMGH","ANTsSST",2.38162499547549,0.254403218174846
"rPARH","ANTsSST",2.43511620572312,0.285123774968074
"rparaC","ANTsSST",2.58755090230349,0.238638269403604
"rpOPER","ANTsSST",2.47793055567412,0.250078396127564
"rpORB","ANTsSST",2.54754667525397,0.264240714308198
"rpTRI","ANTsSST",2.53685739370785,0.259916159152075
"rperiCAL","ANTsSST",2.59067933999739,0.240984867009305
"rpostC","ANTsSST",2.57795629834166,0.239106552534874
"rPCC","ANTsSST",2.45891417451714,0.269840178697278
"rPreC","ANTsSST",2.57350674893548,0.234902100468368
"rPCUN","ANTsSST",2.46625363028576,0.247322102300866
"rrACC","ANTsSST",2.48933966693533,0.272316983851352
"rrMFG","ANTsSST",2.50832243244882,0.258408891109263
"rSFG","ANTsSST",2.46837501645066,0.244917384290142
"rSPL","ANTsSST",2.58644117931518,0.240041162041138
"rSTG","ANTsSST",2.39316896036484,0.268438682435031
"rSMAR","ANTsSST",2.48357084897492,0.257550266836659
"rTT","ANTsSST",2.53905588389135,0.25980637579409
"rINS","ANTsSST",2.39420829463774,0.298755934827096
"lcACC","FSCross",2.58350104402074,0.234557191584116
"lcMFG","FSCross",2.45117481466495,0.231123127794003
"lCUN","FSCross",2.59997639292154,0.237470074815779
"lENT","FSCross",2.28611357873883,0.217362785131738
"lFUS","FSCross",2.34861825960009,0.249507885305747
"lIPL","FSCross",2.36129307237848,0.243054684587013
"lITG","FSCross",2.27217299282503,0.26599029410669
"liCC","FSCross",2.43836152949949,0.267890367665112
"lLOG","FSCross",2.47902210260251,0.241089275432318
"lLOF","FSCross",2.43429258060129,0.223868702108774
"lLING","FSCross",2.53288395135188,0.253311927383289
"lMOF","FSCross",2.48534737198504,0.221518072345113
"lMGH","FSCross",2.27477379504005,0.240959095356745
"lPARH","FSCross",2.44580771211338,0.22736928239844
"lparaC","FSCross",2.59158908452453,0.245237830266556
"lpOPER","FSCross",2.48283107397699,0.227946716469858
"lpORB","FSCross",2.50526425911127,0.24276570086355
"lpTRI","FSCross",2.50872642786856,0.250573882073424
"lperiCAL","FSCross",2.6031651566142,0.244436101717555
"lpostC","FSCross",2.55061779938518,0.236468161113837
"lPCC","FSCross",2.5651068628036,0.233511954512722
"lPreC","FSCross",2.54752799520174,0.244306213434894
"lPCUN","FSCross",2.47745714024451,0.226344137492003
"lrACC","FSCross",2.54400264754858,0.251540331440988
"lrMFG","FSCross",2.44870060556269,0.240128617717925
"lSFG","FSCross",2.46285090341273,0.246346350444035
"lSPL","FSCross",2.50999485020055,0.23695751839325
"lSTG","FSCross",2.30389252634959,0.227903394429469
"lSMAR","FSCross",2.4063586014975,0.237711220045471
"lTT","FSCross",2.54873608329825,0.221321902413875
"lINS","FSCross",2.44608773669715,0.232232724062644
"rcACC","FSCross",2.58181721967704,0.243246398229005
"rcMFG","FSCross",2.47643535446402,0.235731465431536
"rCUN","FSCross",2.59084973765982,0.237826169958564
"rENT","FSCross",2.21261695493269,0.242003116866488
"rFUS","FSCross",2.34777505456063,0.254817212887851
"rIPL","FSCross",2.32482138333714,0.234485898224816
"rITG","FSCross",2.28287711871276,0.284476069742031
"riCC","FSCross",2.49731623786728,0.271316562390877
"rLOG","FSCross",2.50042693501662,0.239928686133348
"rLOF","FSCross",2.46791315736705,0.247387460493784
"rLING","FSCross",2.54394995834888,0.246167225272491
"rMOF","FSCross",2.46030209027479,0.250548714918016
"rMGH","FSCross",2.21876552550077,0.258617604612225
"rPARH","FSCross",2.48163465276877,0.262656469347833
"rparaC","FSCross",2.57819815609294,0.241982793678459
"rpOPER","FSCross",2.50019415190521,0.236161091424894
"rpORB","FSCross",2.54792855859875,0.23672384099003
"rpTRI","FSCross",2.53162783902231,0.253541456631541
"rperiCAL","FSCross",2.59788709428928,0.242934976967089
"rpostC","FSCross",2.55997575621282,0.241543800860439
"rPCC","FSCross",2.54747752429009,0.242714428185609
"rPreC","FSCross",2.54607663454602,0.240747681203653
"rPCUN","FSCross",2.40163638494026,0.246685106048055
"rrACC","FSCross",2.53662845044328,0.252949342253039
"rrMFG","FSCross",2.47004432186829,0.249009318584326
"rSFG","FSCross",2.39836725329047,0.250561140033798
"rSPL","FSCross",2.48990905783824,0.231706943142511
"rSTG","FSCross",2.27016744789128,0.253054230377983
"rSMAR","FSCross",2.44318383039495,0.23615041315549
"rTT","FSCross",2.56165497170165,0.23273818147263
"rINS","FSCross",2.42404154220889,0.250195464698871
"lcACC","FSLong",2.59072944264193,0.233496050071185
"lcMFG","FSLong",2.47830079371892,0.230762972816015
"lCUN","FSLong",2.60158687219563,0.232001470931252
"lENT","FSLong",2.3049466728424,0.2107095708893
"lFUS","FSLong",2.3461227963715,0.243483153423666
"lIPL","FSLong",2.35457082421482,0.243732582236583
"lITG","FSLong",2.28510955867098,0.256489713564122
"liCC","FSLong",2.44432208696001,0.254273000402711
"lLOG","FSLong",2.48514375783103,0.244083614766484
"lLOF","FSLong",2.42962070153736,0.23727878966574
"lLING","FSLong",2.53998345303819,0.240721454131126
"lMOF","FSLong",2.48125983377551,0.236232626324831
"lMGH","FSLong",2.26856361658667,0.243187945341692
"lPARH","FSLong",2.43400242959572,0.222961191821797
"lparaC","FSLong",2.58288437969252,0.244205190804573
"lpOPER","FSLong",2.47572267985347,0.22324234827329
"lpORB","FSLong",2.49567956861279,0.23787670231863
"lpTRI","FSLong",2.5186313258537,0.244279161147723
"lperiCAL","FSLong",2.60015445563465,0.23926120189474
"lpostC","FSLong",2.54844880201666,0.239213386265784
"lPCC","FSLong",2.55276501983725,0.229182530970375
"lPreC","FSLong",2.5486328297323,0.240061437343735
"lPCUN","FSLong",2.46264584325186,0.228083853898694
"lrACC","FSLong",2.52865938028457,0.254984791737562
"lrMFG","FSLong",2.45575239718418,0.233795663143623
"lSFG","FSLong",2.46808299737146,0.242707840054188
"lSPL","FSLong",2.51207693474594,0.241485779316767
"lSTG","FSLong",2.30515192318923,0.223049626957191
"lSMAR","FSLong",2.40636811584263,0.231297554956266
"lTT","FSLong",2.55780403241426,0.221866841125099
"lINS","FSLong",2.45483350933416,0.23812418505692
"rcACC","FSLong",2.57724699074729,0.245693271480456
"rcMFG","FSLong",2.46741575188766,0.239185271564262
"rCUN","FSLong",2.59303918325604,0.236887973849943
"rENT","FSLong",2.23407197885376,0.238347873162647
"rFUS","FSLong",2.32242933906664,0.245411687612031
"rIPL","FSLong",2.31434005627751,0.238744578062756
"rITG","FSLong",2.26611942978375,0.279602912125605
"riCC","FSLong",2.50668647074967,0.258673600579083
"rLOG","FSLong",2.49096276671127,0.241321443539164
"rLOF","FSLong",2.44906103102475,0.251908945853214
"rLING","FSLong",2.5434554072021,0.244150066686342
"rMOF","FSLong",2.41900018677982,0.2548404422888
"rMGH","FSLong",2.21420627410309,0.25596285491349
"rPARH","FSLong",2.47254668966523,0.254955277493034
"rparaC","FSLong",2.57452714433329,0.242357491201573
"rpOPER","FSLong",2.51360990595935,0.235346047819393
"rpORB","FSLong",2.54353324774236,0.242731839368569
"rpTRI","FSLong",2.50867094290542,0.262729696285317
"rperiCAL","FSLong",2.59321698112557,0.243530212147009
"rpostC","FSLong",2.57739261362754,0.240516111575378
"rPCC","FSLong",2.5326630081713,0.237674721646085
"rPreC","FSLong",2.54152020516529,0.236874552598785
"rPCUN","FSLong",2.40327767177426,0.251381735852991
"rrACC","FSLong",2.52367164033033,0.242939908626529
"rrMFG","FSLong",2.45120602026394,0.249771297387609
"rSFG","FSLong",2.4057182170591,0.250410319765926
"rSPL","FSLong",2.49836929353892,0.237812463682448
"rSTG","FSLong",2.25892975358641,0.248023549556577
"rSMAR","FSLong",2.42771184007886,0.231992619532576
"rTT","FSLong",2.55771129852218,0.229352450835623
"rINS","FSLong",2.45118494698409,0.23911700976921
