"DktRegion","Pipeline","sigma.0.","sigma.25.","sigma.50.","sigma.75.","sigma.100.","sigma.sd","tau.0.","tau.25.","tau.50.","tau.75.","tau.100.","tau.sd","variance.ratio.0.","variance.ratio.25.","variance.ratio.50.","variance.ratio.75.","variance.ratio.100.","variance.ratio.sd"
"lPCUN","ANTsCross",0.249250136744849,0.26427104390209,0.267186540933711,0.270019973876292,0.282951832788036,0.00438084078957212,0.890623034245656,0.955821437175973,0.97440056010081,0.993579284169795,1.08753306457323,0.0275380416572914,3.27335763129754,3.56753097952047,3.646921590049,3.72981269806267,4.11592967015992,0.120527758745224
"lrACC","ANTsCross",0.293925257273917,0.309166539437261,0.312567497749021,0.316134432902447,0.332762782459087,0.00520479127571565,0.871229002246732,0.939876121460296,0.95758367039683,0.976288393279964,1.05144770907178,0.0264527517687565,2.71182862906914,3.00007147065345,3.06460311541712,3.13256474866378,3.41899221501756,0.0972056642476292
"lrMFG","ANTsCross",0.338980792058806,0.352305460560999,0.356184646811081,0.360182840736397,0.377553998288068,0.00577538165122465,0.857232096571537,0.922021504652299,0.94056091962894,0.959706546726454,1.04624038278181,0.0267461817505167,2.33835071910322,2.57965597131628,2.64017271415399,2.70188702150332,2.95368354711075,0.0880882401651941
"lSFG","ANTsCross",0.354559489823789,0.373569008844119,0.377828986943772,0.381831768347734,0.397295653248749,0.00624007862311691,0.84412782839173,0.911549449661488,0.929315782470857,0.947849710531757,1.02954311530744,0.0271075346100047,2.20278706501825,2.40567055012253,2.45949060213751,2.51688511555028,2.73329067423152,0.083903438141284
"lSPL","ANTsCross",0.319673587270724,0.335417952270971,0.339151974808561,0.34283502640337,0.358083002933859,0.00547398236992476,0.864456269054604,0.929935346604548,0.948753394071987,0.96782941215808,1.0481412599532,0.0273161621957627,2.46847667612217,2.73460622079702,2.79903912399957,2.86272721864175,3.18890266146415,0.0938687738689459
"lSTG","ANTsCross",0.280919591086735,0.296641170097394,0.29989376723782,0.303291965431885,0.318810968393076,0.00501484181586532,0.87199913210321,0.943814805912828,0.961617499543769,0.979744246071697,1.05515205589991,0.0260195203993113,2.86680800208808,3.13506659924276,3.20653430718871,3.2764483636475,3.6336817086073,0.103189839881611
"lSMAR","ANTsCross",0.317238269379087,0.330920851521552,0.334489528429373,0.338175855707138,0.356124699137862,0.00538394115819468,0.848177123506925,0.927602930000339,0.945949485660807,0.964111699620552,1.05595262147229,0.0269323089562411,2.53151133266657,2.76527766244719,2.82623080132067,2.89210793233462,3.21041327270023,0.0930892225052322
"lTT","ANTsCross",0.38560290586844,0.40290875775656,0.407484547170251,0.411962723595137,0.438414711908977,0.00692609664765116,0.82153080057777,0.899114521354457,0.916906259800436,0.935196403341175,1.00654389540288,0.0264828238389058,1.94041440331289,2.19739264517809,2.24836194905038,2.30607409122623,2.51934689825144,0.0778260052987785
"lINS","ANTsCross",0.26109093565347,0.272867935430589,0.275838059515593,0.278873546735281,0.289873490060496,0.00445185052230036,0.882893357700479,0.961511989518314,0.979618880763808,0.998764506429505,1.08545823073286,0.0275264748419584,3.17754369278431,3.47293192569789,3.55374953569022,3.63409033079009,4.00461632336345,0.117205609519857
"rcACC","ANTsCross",0.260790383580886,0.272558272911217,0.27562649317098,0.27864705675915,0.290356665313673,0.00446912134608667,0.893755921818606,0.964907979873742,0.983483036987143,1.00200200051867,1.10678005997872,0.0277294797008794,3.20448299613402,3.4922753129059,3.56826250745811,3.64492641705204,3.99013347984804,0.115191144023945
"rcMFG","ANTsCross",0.359953193225808,0.376746140093853,0.380905614447412,0.385129669050241,0.403887273302146,0.00622522657868572,0.826197457052819,0.902317346426439,0.919509961514382,0.937147819834065,1.0103436559466,0.0261839636634557,2.16116061874386,2.36028392018103,2.41351414041729,2.46991848559032,2.73212503685316,0.0813557774346063
"rCUN","ANTsCross",0.351356120519681,0.366466061123482,0.370713778896188,0.37503941056097,0.393442977171308,0.00624920434991976,0.857130182420054,0.920541486392358,0.939077657374247,0.956515806922439,1.03735275265131,0.0267780580730561,2.24817111431883,2.47576370737607,2.53234194587139,2.58881680559379,2.83083254220273,0.0857372720452278
"rENT","ANTsCross",0.294196469101167,0.306000388302981,0.309560217207457,0.313196254704935,0.331915125993592,0.0051921562454535,0.883858787780625,0.945654914049939,0.963108488330868,0.98138235271865,1.06261156792106,0.0265923188798386,2.80423964621508,3.04434509536937,3.11102131714252,3.17964989749817,3.51189033565177,0.1009929498672
"rFUS","ANTsCross",0.302666600410343,0.317026312641615,0.32062830484365,0.324293224706193,0.339199522629516,0.00538528167665077,0.875702303583583,0.941650133054246,0.959425220987394,0.978082967997468,1.09192720274229,0.0268310179763427,2.65003515481343,2.92631817948914,2.99069434459955,3.06183191114317,3.36972089417885,0.0987477923065841
